,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,2,Special,Education-,,Proposed,,,,,,,,,
From,Date:,7/1/2026,,To,Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,,Description,,,,,,,,,
,1000.2300.1000.55630.990,,,,Secondary,Private Tuition,$0.00,,$0.00,$0.00,$0.00,"$195,000.00","$195,000.00",,0.00
Program:,SELF,CONTAINED,CLASS,PLACEMENT,-,2300,$0.00,,$0.00,$0.00,$0.00,"$195,000.00","$195,000.00",,0.00
,1000.2400.1000.53440.990,,,,Tutoring,Services -,$0.00,,"$7,726.50","$8,372.75","$7,500.00","$7,500.00",,$0.00,0.00
,,,,,,Hospital/Homebound SEC,,,,,,,,,
Program:,,Homebound/Hospital,-,2400,,,$0.00,,"$7,726.50","$8,372.75","$7,500.00","$7,500.00",,$0.00,0.00
Function:,REGULAR,,INSTRUCTION,- 1000,,,$0.00,,"$7,726.50","$8,372.75","$7,500.00","$202,500.00","$195,000.00",,"2,600.00"
,1000.2800.2140.51010.990,,,,Psychological,Services,"$71,220.43","$45,643.52",,"$99,887.73","$105,388.00","$111,184.00",,"$5,796.00",5.50
,,,,,Salary,9-12,,,,,,,,,
,1000.2800.2140.52010.990,,,,Psych,Services Benefit,"$9,617.24",,"$5,591.22","$17,710.05","$22,008.00","$23,547.00",,"$1,539.00",6.99
,1000.2800.2140.52310.990,,,,Retirement,,"$2,734.95",,"$2,040.23","$4,448.37","$4,711.00","$4,970.00",,$259.00,5.50
,1000.2800.2140.53440.990,,,,MAINECARE,SEED-,$0.00,,"$1,766.76",$42.73,$0.00,$0.00,,$0.00,0.00
,,,,,,PSYCHOLOGICAL,,,,,,,,,
Program:,OTHER,SPECIAL,,PROGRAMS -,2800,,"$83,572.62","$55,041.73",,"$122,088.88","$132,107.00","$139,701.00",,"$7,594.00",5.75
Function:,,PSYCHOLOGICAL,- 2140,,,,"$83,572.62","$55,041.73",,"$122,088.88","$132,107.00","$139,701.00",,"$7,594.00",5.75
,1000.2800.2150.53440.990,,,,MAINECARE,SEED-,$430.00,,$411.98,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,,,SPEECH/HEARING,,,,,,,,,
,1000.2800.2150.55800.990,,,,Travel,,$22.50,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
Program:,OTHER,SPECIAL,,PROGRAMS -,2800,,$452.50,,$411.98,$0.00,$0.00,$0.00,,$0.00,0.00
Function:,SPEECH,&,AUDIOLOGY,- 2150,,,$452.50,,$411.98,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,,,,Page,35 of 89,,,,,,,
