,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,5 Student,,and Staff,Support-,Proposed,,,,,,,,,
From,Date:,7/1/2026,,To,Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,,Description,,,,,,,,,
,1000.0000.2130.52000.020,,,,Employee,Benefits,$86.42,,$47.34,$214.68,$0.00,$0.00,,$0.00,0.00
,1000.0000.2130.52010.020,,,,Nurse Benefits,,"$4,640.37",,"$4,656.09","$2,663.12","$6,700.00","$6,926.00",,$226.00,3.37
,1000.0000.2130.52300.020,,,,Retirement,- Stipends,$0.00,,$16.30,$11.63,$0.00,$0.00,,$0.00,0.00
,1000.0000.2130.52310.020,,,,Retirement,,"$2,949.69",,"$3,597.87","$4,099.47","$4,429.00","$4,741.00",,$312.00,7.04
,1000.0000.2130.53000.020,,,,Purchased,Professional,$323.00,,$80.00,$0.00,$600.00,$600.00,,$0.00,0.00
,1000.0000.2130.54310.020,,,,Repairs &,Maintenance,$70.00,,$134.50,$0.00,$135.00,$135.00,,$0.00,0.00
,1000.0000.2130.56000.020,,,,Supplies,,$802.06,,$970.06,$814.82,"$1,012.00","$1,096.00",,$84.00,8.30
,1000.0000.2130.58100.020,,,,Dues & Fees,,$0.00,,$0.00,$300.00,$360.00,$360.00,,$0.00,0.00
Program:,OVERHEAD,- 0000,,,,,"$86,749.92","$90,840.38",,"$105,567.52","$112,314.00","$119,932.00",,"$7,618.00",6.78
Function:,HEALTH,SERVICES,- 2130,,,,"$86,749.92","$90,840.38",,"$105,567.52","$112,314.00","$119,932.00",,"$7,618.00",6.78
,1000.0000.2213.51500.020,,,,Stipends-Acad,Leadership,"$22,995.00","$23,074.75",,"$26,201.00","$17,224.00","$17,224.00",,$0.00,0.00
,,,,,and LCC,,,,,,,,,,
,1000.0000.2213.52000.020,,,,Stipend,Benefits - MSS,"$3,261.47",,"$4,722.46","$5,735.71",$579.00,$579.00,,$0.00,0.00
,1000.0000.2213.52300.020,,,,Stipend,Retirement - MSS,$960.61,,"$1,031.50","$1,169.11",$770.00,$770.00,,$0.00,0.00
Program:,OVERHEAD,- 0000,,,,,"$27,217.08","$28,828.71",,"$33,105.82","$18,573.00","$18,573.00",,$0.00,0.00
Function:,,INSTRUCTIONAL,STAFF,TRAINING,- 2213,,"$27,217.08","$28,828.71",,"$33,105.82","$18,573.00","$18,573.00",,$0.00,0.00
,1000.0000.2220.51010.020,,,,Librarian,Salary,"$32,097.71","$35,827.06",,"$34,903.30","$38,952.00","$42,283.00",,"$3,331.00",8.55
,1000.0000.2220.51020.020,,,,Ed Tech,Salaries,"$18,031.73","$32,371.86",,"$20,458.65","$13,866.00","$20,904.00",,"$7,038.00",50.76
,,,,,,,Page,49 of 89,,,,,,,
,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,5 Student,and,Staff,Support-,Proposed,,,,,,,,,
From,Date:,7/1/2026,,To,Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
