,,,,,,,RSU No.,5,,,,,,,,
Article,2,Special,Education-,Adopted,,,,,,,,,,,,
From,Date:,7/1/2023,,To Date: 6/30/2024,Definition:,,FY25 Adopted,,,,,,,,,
,,,,,,,,,,,,,FY25,,Dollar,Percent
,,,,,,FY21 Actual,FY22,Actual,FY23 Actual,FY24,Adopted,,,Difference,,Difference
,,,,,,,,,,,,,Adopted,,,
Account,,,,Description,,,,,,,,,,,,
,1000.2200.1000.51010.040,,Teacher,Salaries,,"$147,450.44",,"$81,439.87","$83,664.03",,"$150,533.00",,"$179,853.00","$29,320.00",,19.48
,1000.2200.1000.51020.040,,Ed Tech,Salaries,,"$25,165.73",,"$83,709.00","$57,055.14",,"$46,253.00",,"$84,277.00","$38,024.00",,82.21
,1000.2200.1000.52010.040,,Teacher,Benefits,,"$9,258.66",,"$22,340.89","$18,880.91",,"$28,527.00",,"$31,854.00","$3,327.00",,11.66
,1000.2200.1000.52020.040,,Ed Tech,Benefits,,$0.00,,"$32,632.57","$9,219.14",,"$8,155.00",,"$30,448.00","$22,293.00",,273.37
,1000.2200.1000.52310.040,,Retirement,,,"$1,374.54",,$590.79,"$3,205.14",,"$6,729.00",,"$4,058.00","($2,671.00)",,(39.69)
,1000.2200.1000.52320.040,,Retirement,,,$0.00,,($224.11),"$2,591.38",,"$2,212.00",,"$3,767.00","$1,555.00",,70.30
Program:,,RESOURCE,CLASSROOM,PLACEMENT - 2200,"$183,249.37","$220,489.01",,"$174,615.74",,"$242,409.00",,"$334,257.00",,"$91,848.00",,37.89
,1000.2300.1000.51010.040,,Teacher,Salaries,,$0.00,,"$119,587.55","$126,000.03",,"$67,014.00",,"$132,694.00","$65,680.00",,98.01
,1000.2300.1000.51020.040,,Ed Tech,Salaries,,$0.00,,"$49,056.05","$32,548.59",,"$51,660.00",,"$31,372.00","($20,288.00)",,(39.27)
,1000.2300.1000.52010.040,,Teacher,Benefits,,$0.00,,"$10,875.05","$10,130.55",,"$10,994.00",,"$42,577.00","$31,583.00",,287.27
,1000.2300.1000.52020.040,,Ed Tech,Benefits,,$0.00,,"$8,805.75","$8,209.17",,"$34,229.00",,"$12,604.00","($21,625.00)",,(63.18)
,1000.2300.1000.52310.040,,Retirement,,,$0.00,,"$4,598.23","$4,826.19",,"$2,996.00",,"$6,538.00","$3,542.00",,118.22
,1000.2300.1000.52320.040,,Retirement,,,$0.00,,$863.02,"$1,249.87",,"$2,471.00",,"$1,402.00","($1,069.00)",,(43.26)
,1000.2300.1000.53400.040,,Other,Professional Services,,$0.00,,$0.00,,$0.00,"$40,000.00",,$0.00,"($40,000.00)",,(100.00)
Program:,SELF,CONTAINED,CLASS,PLACEMENT - 2300,$0.00,"$193,785.65",,"$182,964.40",,"$209,364.00",,"$227,187.00",,"$17,823.00",,8.51
Function:,REGULAR,,INSTRUCTION -,1000,"$183,249.37","$414,274.66",,"$357,580.14",,"$451,773.00",,"$561,444.00",,"$109,671.00",,24.28
,1000.2800.2110.51010.040,,Social,Worker Salary,,"$62,567.25",,"$35,007.21","$36,559.39",,"$38,165.00",,"$38,165.00",,$0.00,0.00
,1000.2800.2110.52010.040,,Social,Worker Benefits,,"$6,103.34",,"$7,797.85","$7,929.98",,"$10,609.00",,"$12,996.00","$2,387.00",,22.50
,1000.2800.2110.52310.040,,Retirement,,,$947.52,,"$1,344.20","$1,403.93",,"$1,706.00",,"$1,849.00",,$143.00,8.38
,1000.2800.2110.55800.040,,Travel,,,$0.00,,$0.00,,$0.00,,$0.00,$300.00,,$300.00,0.00
Program:,OTHER,SPECIAL,PROGRAMS,- 2800,"$69,618.11",,"$44,149.26","$45,893.30",,"$50,480.00",,"$53,310.00",,"$2,830.00",,5.61
Function:,Attendance,& Social,Work -,2110,"$69,618.11",,"$44,149.26","$45,893.30",,"$50,480.00",,"$53,310.00",,"$2,830.00",,5.61
,03/27/2024,,,,,,,,,,,,,,20 of 81,
