,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,5 Student,and,Staff,Support-,Proposed,,,,,,,,,
From,Date:,7/1/2026,To,Date:,6/30/2027,,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,Description,,,,,,,,,,
,1000.0000.2230.52010.300,,,Teacher,Benefits,,$106.61,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.0000.2230.52310.300,,,,Retirement,,$30.53,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
Program:,OVERHEAD,- 0000,,,,,$932.14,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
Function:,,INSTRUCTION,RELATED,TECHNOLOGY -,,,$932.14,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
2230,,,,,,,,,,,,,,,
,1000.0000.2290.51060.300,,,Outreach,,Coordinator,"$60,612.00","$62,785.50",,"$65,907.17","$69,822.00","$36,831.00","($32,991.00)",,(47.25)
,,,,Salary,,,,,,,,,,,
,1000.0000.2290.52060.300,,,Outreach,,Coordinator,"$21,295.73","$22,259.06",,"$26,946.66","$37,828.00","$20,228.00","($17,600.00)",,(46.53)
,,,,Benefits,,,,,,,,,,,
Program:,OVERHEAD,- 0000,,,,,"$81,907.73","$85,044.56",,"$92,853.83","$107,650.00","$57,059.00","($50,591.00)",,(47.00)
Function:,OTH,SUPPORT,SVCS - STAFF,- 2290,,,"$81,907.73","$85,044.56",,"$92,853.83","$107,650.00","$57,059.00","($50,591.00)",,(47.00)
Cost,Center:,FREEPORT HIGH,SCHOOL,- 300,,,"$808,404.75","$917,591.60",,"$965,096.33","$1,118,617.00","$1,061,829.00","($56,788.00)",,(5.08)
,1000.0000.2130.51500.900,,,,Doctor-Consulting,,$0.00,,$0.00,$0.00,"$1,500.00","$1,500.00",,$0.00,0.00
,,,,,Physician-Stipend,,,,,,,,,,
,1000.0000.2130.56000.900,,,Supplies,- District,Wide,$0.00,,"$2,171.64","$10,923.82",$0.00,$0.00,,$0.00,0.00
Program:,OVERHEAD,- 0000,,,,,$0.00,,"$2,171.64","$10,923.82","$1,500.00","$1,500.00",,$0.00,0.00
Function:,HEALTH,SERVICES,- 2130,,,,$0.00,,"$2,171.64","$10,923.82","$1,500.00","$1,500.00",,$0.00,0.00
,1000.0000.2210.51040.900,,,,Curriculum,Director Salary,"$79,651.20","$83,999.95",,"$99,433.76","$93,492.00","$98,635.00",,"$5,143.00",5.50
,1000.0000.2210.52040.900,,,,Curriculum,Director Benefits,"$12,691.36","$13,462.64",,"$14,983.30","$20,058.00","$24,477.00",,"$4,419.00",22.03
,,,,,,,Page,62 of 89,,,,,,,
