,,,,,RSU,No.,5,,,,,,
,Article 2 Special,Education-,Adopted,,,,,,,,,,
,,,,,,,,From Date:,7/1/2025,To,Date:,6/30/2026,
,Account Number,Description,,Budget,Adjustments,GL,Budget,Current,YTD,Balance,Encumbrance Budget,Bal%,Rem
,Function:,SPECIAL AREA ADMINISTRATION,- 2330,"$17,400.00",$0.00,"$17,400.00",,$0.00,$0.00,"$17,400.00",$0.00,"$17,400.00",100.00%
,,Cost,Center: 9-12 - 990,"$157,007.00",$0.00,"$157,007.00",,$0.00,$0.00,"$157,007.00","$50,769.40","$106,237.60",67.66%
Grand,Total:,,,"$6,513,451.00",$0.00,"$6,513,451.00",,$0.00,$0.00,"$6,513,451.00","$4,126,731.26","$2,386,719.74",36.64%
,,,,,End,of Report,,,,,,,
