,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,2,Special,Education-,Proposed,,,,,,,,,,
From,Date:,7/1/2026,,To Date:,,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,Description,,,,,,,,,,
,1000.2300.1000.52320.300,,,,Retirement,,"$1,513.90",,"$4,596.97","$4,900.51","$5,689.00","$5,874.00",,$185.00,3.25
,1000.2300.1000.56100.300,,,,Instructional,Supplies,$0.00,,$438.38,$1.15,$0.00,$0.00,,$0.00,0.00
Program:,SELF,CONTAINED,CLASS,PLACEMENT,- 2300,,"$260,802.13","$288,531.19",,"$252,455.38","$407,964.00","$531,987.00","$124,023.00",,30.40
,1000.2810.1000.51010.300,,,,Summer,School Teacher,$0.00,,$0.00,$0.00,$0.00,"$5,720.00",,"$5,720.00",0.00
,,,,,(9-12),,,,,,,,,,
,1000.2810.1000.51020.300,,,,Summer,School Ed Tech,$0.00,,$0.00,$0.00,$0.00,"$4,800.00",,"$4,800.00",0.00
,,,,,(9-12),,,,,,,,,,
,1000.2810.1000.52010.300,,,,Summer,School Teacher,$0.00,,$0.00,$0.00,$0.00,$593.00,,$593.00,0.00
,,,,,(9-12),,,,,,,,,,
,1000.2810.1000.52020.300,,,,Summer,School Ed Tech,$0.00,,$0.00,$0.00,$0.00,$497.00,,$497.00,0.00
,,,,,(9-12),,,,,,,,,,
,1000.2810.1000.52310.300,,,,Summer,School Teacher,$0.00,,$0.00,$0.00,$0.00,$256.00,,$256.00,0.00
,,,,,(9-12),,,,,,,,,,
,1000.2810.1000.52320.300,,,,Summer,School Ed Tech,$0.00,,$0.00,$0.00,$0.00,$215.00,,$215.00,0.00
,,,,,(9-12),,,,,,,,,,
,1000.2810.1000.56100.300,,,,Summer,School Supplies,$0.00,,$0.00,$0.00,$0.00,$50.00,,$50.00,0.00
,,,,,(9-12),,,,,,,,,,
Program:,ESY,Coord - LE,- 2810,,,,$0.00,,$0.00,$0.00,$0.00,"$12,131.00","$12,131.00",,0.00
Function:,REGULAR,,INSTRUCTION,- 1000,,,"$519,836.82","$514,771.86",,"$554,649.90","$711,879.00","$827,453.00","$115,574.00",,16.24
,1000.2800.2110.51010.300,,,,Social Worker,Salary,"$59,514.93","$63,611.45",,"$73,561.09","$80,192.00","$87,121.00",,"$6,929.00",8.64
,1000.2800.2110.52010.300,,,,Social Worker,Benefits,"$8,664.59",,"$8,856.01","$11,364.97","$12,977.00","$13,989.00",,"$1,012.00",7.80
,1000.2800.2110.52310.300,,,,Retirement,,"$2,280.20",,"$2,722.94","$3,275.75","$3,585.00","$3,894.00",,$309.00,8.62
,1000.2800.2110.53440.300,,,,Professional,Services,$0.00,,$562.50,$451.25,"$2,600.00","$5,100.00",,"$2,500.00",96.15
Program:,OTHER,SPECIAL,PROGRAMS,- 2800,,,"$70,459.72","$75,752.90",,"$88,653.06","$99,354.00","$110,104.00","$10,750.00",,10.82
Function:,Attendance,&,Social Work,- 2110,,,"$70,459.72","$75,752.90",,"$88,653.06","$99,354.00","$110,104.00","$10,750.00",,10.82
,,,,,,,Page,28 of 89,,,,,,,
,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,2 Special,,Education-,,Proposed,,,,,,,,,
From,Date:,7/1/2026,,To Date:,,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,,Description,,,,,,,,,
,1000.2800.2140.53440.300,,,,,Professional Services,$0.00,,$0.00,$0.00,"$1,500.00","$1,500.00",,$0.00,0.00
,1000.2800.2140.55800.300,,,,Travel,,$83.32,,$0.00,$0.00,$267.00,$267.00,,$0.00,0.00
Program:,OTHER,SPECIAL,PROGRAMS,-,2800,,$83.32,,$0.00,$0.00,"$1,767.00","$1,767.00",,$0.00,0.00
Function:,,PSYCHOLOGICAL,- 2140,,,,$83.32,,$0.00,$0.00,"$1,767.00","$1,767.00",,$0.00,0.00
,1000.2800.2150.51010.300,,,,Speech,& Audiology,"$41,815.28","$50,241.80",,"$43,125.83","$46,255.00","$49,414.00",,"$3,159.00",6.83
,,,,,Salaries,,,,,,,,,,
,1000.2800.2150.52010.300,,,,Speech,& Audiology,"$8,564.82",,"$9,693.09","$12,197.42","$13,076.00","$14,027.00",,$951.00,7.27
,,,,,Benefits,,,,,,,,,,
,1000.2800.2150.52310.300,,,,,Retirement,"$1,605.65",,"$2,245.74","$1,920.39","$2,068.00","$2,209.00",,$141.00,6.82
Program:,OTHER,SPECIAL,PROGRAMS,-,2800,,"$51,985.75","$62,180.63",,"$57,243.64","$61,399.00","$65,650.00",,"$4,251.00",6.92
Function:,SPEECH,&,AUDIOLOGY -,2150,,,"$51,985.75","$62,180.63",,"$57,243.64","$61,399.00","$65,650.00",,"$4,251.00",6.92
,1000.2800.2160.51010.300,,,,OT,Salary,"$6,474.80",,"$5,562.43","$6,473.75","$6,989.00","$7,575.00",,$586.00,8.38
,1000.2800.2160.52010.300,,,,OT,Benefits,$514.47,,$415.82,$475.41,$506.00,$525.00,,$19.00,3.75
,1000.2800.2160.52310.300,,,,,Retirement,$248.56,,$248.56,$288.11,$312.00,$339.00,,$27.00,8.65
,1000.2800.2160.55800.300,,,,Travel,,$0.00,,$0.00,$0.00,$50.00,$50.00,,$0.00,0.00
Program:,OTHER,SPECIAL,PROGRAMS,-,2800,,"$7,237.83",,"$6,226.81","$7,237.27","$7,857.00","$8,489.00",,$632.00,8.04
Function:,OT -,2160,,,,,"$7,237.83",,"$6,226.81","$7,237.27","$7,857.00","$8,489.00",,$632.00,8.04
Cost,Center:,FREEPORT,HIGH SCHOOL,- 300,,,"$649,603.44","$658,932.20",,"$707,783.87","$882,256.00","$1,013,463.00","$131,207.00",,14.87
,,,,,,,Page,29 of 89,,,,,,,
