,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,5,Student,and Staff,Support-,Proposed,,,,,,,,,
From,Date:,7/1/2026,,To,Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,Description,,,,,,,,,,
,1000.0000.2230.56500.900,,,,Computer,Materials,"$9,487.91","$13,170.24",,"$31,048.40","$345,710.00","$354,121.00",,"$8,411.00",2.43
,1000.0000.2230.57340.900,,,,EQUIPMENT,,"$154,466.69","$311,801.38",,"$362,416.78",$0.00,$0.00,,$0.00,0.00
,1000.0000.2230.58100.900,,,,Dues and,Fees,$120.00,,$170.00,$220.00,$270.00,$270.00,,$0.00,0.00
Program:,OVERHEAD,-,0000,,,,"$734,959.15","$881,892.97",,"$1,149,422.69","$1,185,386.00","$1,328,042.00","$142,656.00",,12.03
Function:,,INSTRUCTION,RELATED,TECHNOLOGY,-,,"$734,959.15","$881,892.97",,"$1,149,422.69","$1,185,386.00","$1,328,042.00","$142,656.00",,12.03
2230,,,,,,,,,,,,,,,
,1000.0000.2240.53000.900,,,,Purchased,Professional -,"$3,750.00",,"$3,750.00",$0.00,"$7,475.00","$3,900.00","($3,575.00)",,(47.83)
,,,,,Assessment,,,,,,,,,,
Program:,OVERHEAD,-,0000,,,,"$3,750.00",,"$3,750.00",$0.00,"$7,475.00","$3,900.00","($3,575.00)",,(47.83)
Function:,ACADEMIC,,STUDENT,ASSESSMENT,- 2240,,"$3,750.00",,"$3,750.00",$0.00,"$7,475.00","$3,900.00","($3,575.00)",,(47.83)
Cost,Center:,SYSTEM WIDE,- 900,,,,"$885,956.75","$1,037,060.25",,"$1,332,489.59","$1,365,595.00","$1,523,668.00","$158,073.00",,11.58
,1000.0000.2213.51010.950,,,,K-8,HONORARIUM,"$4,449.37",,"$8,082.50","$8,002.81","$4,733.00","$5,065.00",,$332.00,7.01
,1000.0000.2213.51500.950,,,,New Educator,Mentors K-8,"$13,470.00","$13,042.80",,"$6,980.00","$31,593.00","$31,593.00",,$0.00,0.00
,1000.0000.2213.52000.950,,,,Stipend,Benefits - K-8,"$1,695.77",,"$2,194.62",$890.95,"$1,601.00","$1,601.00",,$0.00,0.00
,1000.0000.2213.52010.950,,,,K-8,HONORARIUM,$79.44,,"$2,016.05","$2,260.51",$159.00,$507.00,,$348.00,218.87
,,,,,BENEFITS,,,,,,,,,,
,1000.0000.2213.52300.950,,,,Stipend,Retirement - K-8,$517.39,,$583.01,$311.64,"$2,129.00","$2,129.00",,$0.00,0.00
,1000.0000.2213.52310.950,,,,K-8,HONORARIUM,$30.59,,$299.22,$193.87,$212.00,$226.00,,$14.00,6.60
,,,,,RETIREMENT,,,,,,,,,,
,1000.0000.2213.52510.950,,,,Tuition,Reimbursement-Prof,"$76,856.27","$112,404.60",,"$140,801.56","$112,000.00","$141,000.00","$29,000.00",,25.89
,1000.0000.2213.52520.950,,,,Tuition,,"$2,786.00",,$0.00,$0.00,"$1,500.00","$1,500.00",,$0.00,0.00
,,,,,,Reimbursement-Support,,,,,,,,,
,,,,,,,Page,64 of 89,,,,,,,
