,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,4 Other,Instruction-,,,Proposed,,,,,,,,,
From,Date:,7/1/2026,,To Date:,,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,,Description,,,,,,,,,
,1000.9200.1000.58100.050,,,,Dues,and Fees,"$17,621.17","$18,865.15",,"$17,909.38","$18,243.00","$21,005.00",,"$2,762.00",15.14
Program:,,EXTRA-CURRICULAR,K-8 -,9200,,,"$159,436.65","$163,143.53",,"$183,872.09","$163,724.00","$171,653.00",,"$7,929.00",4.84
Function:,REGULAR,INSTRUCTION,-,1000,,,"$228,625.08","$231,670.18",,"$243,481.65","$207,891.00","$214,380.00",,"$6,489.00",3.12
,1000.9200.2330.51010.050,,,,Athletic,Director Salary -,"$43,085.29","$33,179.98",,"$34,829.83","$36,729.00","$38,749.00",,"$2,020.00",5.50
,1000.9200.2330.51180.050,,,,Athletic,Office Support Staff,"$1,934.88",,"$6,460.85","$7,976.86","$7,112.00","$7,200.00",,$88.00,1.24
,,,,,Wages,-,,,,,,,,,
,1000.9200.2330.52010.050,,,,Athletic,Director Benefits -,"$7,062.42",,"$5,106.76","$5,767.84","$13,381.00","$13,549.00",,$168.00,1.26
,1000.9200.2330.52080.050,,,,Athletic,Office Support Staff,$138.24,,$516.80,"$3,814.12","$1,627.00","$2,298.00",,$671.00,41.24
,,,,,Benefits,-,,,,,,,,,
,1000.9200.2330.52310.050,,,,Athletic,Director Retirement,$630.23,,"$1,475.23","$1,548.82","$1,642.00","$1,732.00",,$90.00,5.48
,,,,,-,,,,,,,,,,
,1000.9200.2330.52340.050,,,,Athletic,Dir Retirement,$619.78,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
Program:,,EXTRA-CURRICULAR,K-8 -,9200,,,"$53,470.84","$46,739.62",,"$53,937.47","$60,491.00","$63,528.00",,"$3,037.00",5.02
Function:,SPECIAL,AREA,ADMINISTRATION,-,2330,,"$53,470.84","$46,739.62",,"$53,937.47","$60,491.00","$63,528.00",,"$3,037.00",5.02
Cost,Center:,FREEPORT,MIDDLE SCHOOL,-,050,,"$282,095.92","$278,409.80",,"$297,419.12","$268,382.00","$277,908.00",,"$9,526.00",3.55
,1000.4300.1000.51010.300,,,,Summer,School Teacher,$0.00,,$0.00,"$2,094.61","$8,686.00","$9,294.00",,$608.00,7.00
,,,,,Salary,- FHS,,,,,,,,,
,1000.4300.1000.51210.300,,,,Summer,School Tutor,"$3,386.00",,"$7,801.17","$3,501.36",$0.00,$0.00,,$0.00,0.00
,,,,,Wages,- FHS,,,,,,,,,
,1000.4300.1000.52010.300,,,,Summer,School Teacher,$301.46,,$354.83,$814.97,$292.00,$929.00,,$637.00,218.15
,,,,,Benefits,- FHS,,,,,,,,,
,1000.4300.1000.52310.300,,,,Summer,School Teacher,$40.32,,$118.07,$220.63,$388.00,$415.00,,$27.00,6.96
,,,,,,Retirement - FHS,,,,,,,,,
Program:,SUMMER,SCHOOL,- 4300,,,,"$3,727.78",,"$8,274.07","$6,631.57","$9,366.00","$10,638.00",,"$1,272.00",13.58
,,,,,,,Page,42 of 89,,,,,,,
