,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,9,Operations,&,Maintenance-,Proposed,,,,,,,,,
From,Date:,7/1/2026,,To,Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,,Description,,,,,,,,,
Function:,Safety,- 2670,,,,,"$4,165.32",,"$4,403.19","$4,528.31",$0.00,$0.00,,$0.00,0.00
,1000.0000.2680.54449.900,,,,Lease,Purchase of,$0.00,,$0.00,$0.00,$0.00,"$254,455.00","$254,455.00",,0.00
,,,,,,Non-Instructional,,,,,,,,,
Program:,,OVERHEAD - 0000,,,,,$0.00,,$0.00,$0.00,$0.00,"$254,455.00","$254,455.00",,0.00
Function:,CAPITAL,,ENHANCEMENT,&,IMPROVEMENT,-,$0.00,,$0.00,$0.00,$0.00,"$254,455.00","$254,455.00",,0.00
2680,,,,,,,,,,,,,,,
,1000.0000.2690.54300.900,,,,Capital,Renewal/Track,"$35,000.00",,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,,,Replacement,,,,,,,,,
,1000.0000.2690.54500.900,,,,Capital,Renewal/Tennis,"$40,000.00",,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,,Courts,Replacement,,,,,,,,,
,1000.0000.2690.58310.900,,,,Capital,Improvements,"$329,137.27","$364,136.27",,"$472,229.38","$481,000.00","$482,000.00",,"$1,000.00",0.21
Program:,,OVERHEAD - 0000,,,,,"$404,137.27","$364,136.27",,"$472,229.38","$481,000.00","$482,000.00",,"$1,000.00",0.21
Function:,CAPITAL,RENEWAL,&,RENOVATION,- 2690,,"$404,137.27","$364,136.27",,"$472,229.38","$481,000.00","$482,000.00",,"$1,000.00",0.21
Cost,Center:,SYSTEM WIDE,- 900,,,,"$891,499.86","$920,896.54",,"$1,051,485.94","$1,305,797.00","$1,564,602.00","$258,805.00",,19.82
,1000.0000.2600.51180.941,,,,,Support Salary,"$2,750.02",,"$2,036.50",$0.00,$0.00,$0.00,,$0.00,0.00
,1000.0000.2600.52080.941,,,,,Support Benefits,$906.57,,$735.44,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.0000.2600.52380.941,,,,,Custodian Retirement,$38.28,,$91.62,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.0000.2600.53300.941,,,,,Employee Training,$0.00,,"$1,175.17",$0.00,$0.00,$0.00,,$0.00,0.00
,1000.0000.2600.54100.941,,,,,Water/Sewage,"$1,270.90",,"$1,283.91","$1,310.70","$1,271.00","$1,271.00",,$0.00,0.00
,,,,,,,Page,86 of 89,,,,,,,
